 18.5 73.75098
 18.4 73.2041
 17.6 68.82916
 19.7 80.313416
 20.5 84.68837
 19.8 80.860275
 15.6 57.891766
 17.5 68.28229
 19.6 79.76654
 21.9 92.34454
 19.3 78.12593
 20.3 83.59462
 19.6 79.76654
 18.2 72.11038
 17.4 67.73541
 19.1 77.032196
 24.6 107.110016
 22.4 95.07889
 24.2 104.92255
 28.6 128.98479
 25.2 110.391235
 32.7 151.40645
 23.5 101.09445
 22.9 97.81323
 22.4 95.07889
 25.1 109.84436
 23.4 100.54758
 22.7 96.7195
 28.4 127.89105
 30.1 137.18784
 18.8 75.39159
 18.2 72.11038
 23.7 102.18819
 18.2 72.11038
 21.2 88.516464
 22.0 92.8914
 20.7 85.782104
 21.0 87.422714
 17.3 67.18854
 14.5 51.8762
 18.6 74.29785
 19.1 77.032196
 20.4 84.141495
 20.5 84.68837
 15.6 57.891766
 19.1 77.032196
 20.3 83.59462
 21.6 90.70393
 21.9 92.34454
 22.5 95.62576
 22.5 95.62576
 26.9 119.688
 27.7 124.06297
 28.3 127.34418
 27.6 123.5161
 29.6 134.45349
 30.5 139.3753
 26.3 116.406784
 29.5 133.90662
 23.8 102.73505
 18.2 72.11038
 20.6 85.235245
 18.7 74.84473
 23.0 98.36011
 21.6 90.70393
 21.4 89.6102
 17.1 66.0948
 20.0 81.954025
 22.8 97.26636
 25.2 110.391235
 20.5 84.68837
 29.8 135.54723
 23.7 102.18819
 21.1 87.96959
 21.3 89.063324
 24.8 108.20375
 26.9 119.688
 28.4 127.89105
 27.2 121.32863
 33.5 155.7814
 22.9 97.81323
 26.3 116.406784
 24.4 106.016266
 17.8 69.92288
 18.6 74.29785
 20.3 83.59462
 20.2 83.04776
 22.7 96.7195
 16.8 64.45419
 19.2 77.57907
 18.9 75.93846
 18.3 72.65724
 20.8 86.32898
 19.8 80.860275
 22.2 93.98515
 18.7 74.84473
 17.9 70.46976
 17.7 69.37602
 17.7 69.37602
 14.0 49.14185
 14.3 50.78246
 16.3 61.719845
 18.0 71.01663
 19.4 78.672806
 19.7 80.313416
 17.6 68.82916
 17.7 69.37602
 17.7 69.37602
 20.8 86.32898
 23.0 98.36011
 19.8 80.860275
 18.6 74.29785
